config,period,name,lookback,volume_z,hold,stop_atr,target_r,base_trades,base_avg_bps,base_pf,base_win_rate,base_total_bps,base_symbols,base_breadth,stress_trades,stress_avg_bps,stress_pf,stress_win_rate,stress_total_bps,stress_symbols,stress_breadth
BRK_L16_V0_H8_S2_T0,2024,BRK_L16_V0_H8_S2_T0,16,0.0,8,2.0,,16283,-17.734189666775638,0.7689899166076845,0.3887490020266536,-288765.81034410774,30,0.0,16283,-25.734189666775638,0.6852057032393265,0.367684087698827,-419029.81034410774,30,0.0
BRK_L16_V0_H8_S2_T0,2025H1,BRK_L16_V0_H8_S2_T0,16,0.0,8,2.0,,8268,-16.18834521861057,0.7839344150120442,0.4021528785679729,-133845.23826747222,30,0.06666666666666667,8268,-24.18834521861057,0.6968551079132238,0.3802612481857765,-199989.23826747222,30,0.0
BRK_L16_V0_H8_S2_T0,2025H2,BRK_L16_V0_H8_S2_T0,16,0.0,8,2.0,,8620,-12.86149642348164,0.7953765777114981,0.3945475638051044,-110866.09917041173,30,0.1,8620,-20.86149642348164,0.6923063976706517,0.36751740139211136,-179826.09917041173,30,0.0
BRK_L16_V0_H8_S2_T0,2026H1,BRK_L16_V0_H8_S2_T0,16,0.0,8,2.0,,8322,-23.275910885416838,0.6274542906584257,0.3815188656572939,-193702.13038843893,30,0.0,8322,-31.27591088541684,0.5369272994801135,0.35424176880557556,-260278.13038843896,30,0.0
BRK_L16_V0_H8_S2_T0,JULY2026,BRK_L16_V0_H8_S2_T0,16,0.0,8,2.0,,1058,-30.950964825546794,0.42896976320621955,0.30245746691871456,-32746.12078542851,29,0.034482758620689655,1058,-38.950964825546805,0.34997761319312043,0.2637051039697543,-41210.12078542852,29,0.0
BRK_L16_V0_H8_S2_T3,2024,BRK_L16_V0_H8_S2_T3,16,0.0,8,2.0,3.0,16380,-17.295957933129944,0.7759033966142389,0.389010989010989,-283307.79094466846,30,0.0,16380,-25.29595793312994,0.6921094862191831,0.3680708180708181,-414347.7909446684,30,0.0
BRK_L16_V0_H8_S2_T3,2025H1,BRK_L16_V0_H8_S2_T3,16,0.0,8,2.0,3.0,8298,-14.831792540834535,0.8025089714645461,0.4020245842371656,-123074.21450384497,30,0.03333333333333333,8298,-22.831792540834535,0.7144951235261865,0.3802120993010364,-189458.21450384497,30,0.03333333333333333
BRK_L16_V0_H8_S2_T3,2025H2,BRK_L16_V0_H8_S2_T3,16,0.0,8,2.0,3.0,8675,-15.266181237377744,0.7657170585939661,0.39538904899135446,-132434.12223425193,30,0.03333333333333333,8675,-23.26618123737774,0.6680988609356349,0.36853025936599426,-201834.1222342519,30,0.0
BRK_L16_V0_H8_S2_T3,2026H1,BRK_L16_V0_H8_S2_T3,16,0.0,8,2.0,3.0,8348,-21.77085160820553,0.6514293274122757,0.3817680881648299,-181743.06922529975,30,0.0,8348,-29.770851608205533,0.5590650291090415,0.3544561571633924,-248527.06922529978,30,0.0
BRK_L16_V0_H8_S2_T3,JULY2026,BRK_L16_V0_H8_S2_T3,16,0.0,8,2.0,3.0,1061,-30.803617134306265,0.43446092646754025,0.3016022620169651,-32682.637779498946,29,0.034482758620689655,1061,-38.803617134306265,0.3553646626637608,0.2629594721960415,-41170.637779498946,29,0.0
