config,period,name,lookback,volume_z,hold,stop_atr,target_r,base_trades,base_avg_bps,base_pf,base_win_rate,base_total_bps,base_symbols,base_breadth,stress_trades,stress_avg_bps,stress_pf,stress_win_rate,stress_total_bps,stress_symbols,stress_breadth
BRK_L32_V0_H16_S2_T0,JULY2026,BRK_L32_V0_H16_S2_T0,32,0.0,16,2.0,,459,-41.75767904139545,0.3898189397854834,0.289760348583878,-19166.77468000051,29,0.10344827586206896,459,-49.75767904139545,0.32953111497487825,0.2636165577342048,-22838.77468000051,29,0.0
BRK_L32_V0_H16_S2_T3,2024,BRK_L32_V0_H16_S2_T3,32,0.0,16,2.0,3.0,6284,-10.468618350810823,0.8850056563153771,0.36950986632718014,-65784.79771649522,22,0.22727272727272727,6284,-18.468618350810825,0.8079048992337594,0.354551241247613,-116056.79771649522,22,0.045454545454545456
BRK_L32_V0_H16_S2_T3,2025H1,BRK_L32_V0_H16_S2_T3,32,0.0,16,2.0,3.0,3220,-17.365702750848865,0.80847147289546,0.36086956521739133,-55917.56285773334,22,0.09090909090909091,3220,-25.365702750848865,0.7353598848865383,0.3447204968944099,-81677.56285773334,22,0.045454545454545456
BRK_L32_V0_H16_S2_T3,2025H2,BRK_L32_V0_H16_S2_T3,32,0.0,16,2.0,3.0,3270,-8.030423964622972,0.8888409187840058,0.39174311926605504,-26259.48636431712,22,0.18181818181818182,3270,-16.030423964622976,0.7922948447725728,0.3746177370030581,-52419.48636431713,22,0.045454545454545456
BRK_L32_V0_H16_S2_T3,2026H1,BRK_L32_V0_H16_S2_T3,32,0.0,16,2.0,3.0,3121,-24.286325863085686,0.6883179071547025,0.3598205703300224,-75797.62301869043,24,0.045454545454545456,3121,-32.28632586308569,0.6115214019900012,0.3399551425825056,-100765.62301869044,24,0.0
BRK_L32_V0_H16_S2_T3,JULY2026,BRK_L32_V0_H16_S2_T3,32,0.0,16,2.0,3.0,461,-41.752623547476134,0.3942761561213133,0.2885032537960954,-19247.9594553865,29,0.10344827586206896,461,-49.75262354747613,0.33412913135992756,0.26247288503253796,-22935.959455386495,29,0.06896551724137931
BRK_L32_V0.75_H4_S1.5_T0,2024,BRK_L32_V0.75_H4_S1.5_T0,32,0.75,4,1.5,,11919,-14.492167732269102,0.7811304103040944,0.3896300025169897,-172732.14720091544,30,0.03333333333333333,11919,-22.49216773226911,0.6840933264813979,0.36513130296165786,-268084.1472009155,30,0.0
BRK_L32_V0.75_H4_S1.5_T0,2025H1,BRK_L32_V0.75_H4_S1.5_T0,32,0.75,4,1.5,,6208,-17.86187904386694,0.7187554888033393,0.39239690721649484,-110886.54510432595,30,0.0,6208,-25.861879043866935,0.6223475588572457,0.3645296391752577,-160550.54510432592,30,0.0
BRK_L32_V0.75_H4_S1.5_T0,2025H2,BRK_L32_V0.75_H4_S1.5_T0,32,0.75,4,1.5,,6492,-7.81250359951973,0.8517566061226554,0.4029574861367837,-50718.77336808209,30,0.13333333333333333,6492,-15.81250359951973,0.725400643739825,0.3766173752310536,-102654.77336808208,30,0.03333333333333333
BRK_L32_V0.75_H4_S1.5_T0,2026H1,BRK_L32_V0.75_H4_S1.5_T0,32,0.75,4,1.5,,6261,-16.28072100021244,0.6910027334339259,0.37533940265133364,-101933.5941823301,30,0.03333333333333333,6261,-24.28072100021244,0.5799568724682236,0.34467337486024596,-152021.5941823301,30,0.0
BRK_L32_V0.75_H4_S1.5_T0,JULY2026,BRK_L32_V0.75_H4_S1.5_T0,32,0.75,4,1.5,,709,-25.698121264829766,0.4149479536255152,0.2947813822284908,-18219.967976764303,29,0.06896551724137931,709,-33.698121264829766,0.3231228194616658,0.24823695345557123,-23891.967976764303,29,0.034482758620689655
BRK_L32_V0.75_H4_S1.5_T3,2024,BRK_L32_V0.75_H4_S1.5_T3,32,0.75,4,1.5,3.0,11982,-12.568710883908892,0.8103890728148567,0.3910866299449174,-150598.29381099634,30,0.13333333333333333,11982,-20.568710883908892,0.7113560187998941,0.3668002003004507,-246454.29381099634,30,0.0
BRK_L32_V0.75_H4_S1.5_T3,2025H1,BRK_L32_V0.75_H4_S1.5_T3,32,0.75,4,1.5,3.0,6238,-17.036432291053927,0.7314741920820154,0.3937159345944213,-106273.2646315944,30,0.0,6238,-25.03643229105393,0.6339961949415441,0.36566207117665916,-156177.26463159441,30,0.0
BRK_L32_V0.75_H4_S1.5_T3,2025H2,BRK_L32_V0.75_H4_S1.5_T3,32,0.75,4,1.5,3.0,6547,-16.01837304428228,0.7236677354827868,0.40186344890789677,-104872.2883209161,30,0.03333333333333333,6547,-24.018373044282285,0.6179010532859127,0.3757446158545899,-157248.28832091612,30,0.0
BRK_L32_V0.75_H4_S1.5_T3,2026H1,BRK_L32_V0.75_H4_S1.5_T3,32,0.75,4,1.5,3.0,6299,-15.929618125475491,0.698212005835097,0.3754564216542308,-100340.66457237012,30,0.03333333333333333,6299,-23.929618125475493,0.5866824470940198,0.3452929036354977,-150732.66457237012,30,0.0
BRK_L32_V0.75_H4_S1.5_T3,JULY2026,BRK_L32_V0.75_H4_S1.5_T3,32,0.75,4,1.5,3.0,713,-25.945576070243742,0.4103667032622631,0.29453015427769985,-18499.19573808379,29,0.06896551724137931,713,-33.945576070243746,0.31923506391195927,0.2482468443197756,-24203.19573808379,29,0.034482758620689655
BRK_L32_V0.75_H4_S2_T0,2024,BRK_L32_V0.75_H4_S2_T0,32,0.75,4,2.0,,11802,-14.164829649600936,0.7921349773899939,0.40527029317064905,-167173.31952459025,30,0.03333333333333333,11802,-22.164829649600936,0.696412838354447,0.3794272157261481,-261589.31952459025,30,0.0
BRK_L32_V0.75_H4_S2_T0,2025H1,BRK_L32_V0.75_H4_S2_T0,32,0.75,4,2.0,,6161,-19.695908896221127,0.6999216176075195,0.4061029053725045,-121346.49470961836,30,0.0,6161,-27.695908896221127,0.6071642715236969,0.3765622463885733,-170634.49470961836,30,0.0
BRK_L32_V0.75_H4_S2_T0,2025H2,BRK_L32_V0.75_H4_S2_T0,32,0.75,4,2.0,,6442,-7.45965464316272,0.8596366966085983,0.4177274138466315,-48055.09521125424,30,0.16666666666666666,6442,-15.459654643162722,0.7330758814526681,0.38932008692952497,-99591.09521125426,30,0.0
BRK_L32_V0.75_H4_S2_T0,2026H1,BRK_L32_V0.75_H4_S2_T0,32,0.75,4,2.0,,6232,-16.687249253579235,0.6904654364255491,0.3900834403080873,-103994.9373483058,30,0.03333333333333333,6232,-24.687249253579235,0.5809826559150196,0.35734916559691915,-153850.9373483058,30,0.0
BRK_L32_V0.75_H4_S2_T0,JULY2026,BRK_L32_V0.75_H4_S2_T0,32,0.75,4,2.0,,704,-26.308364630951726,0.41377737942373893,0.3053977272727273,-18521.088700190016,29,0.034482758620689655,704,-34.30836463095172,0.32283213633932417,0.2571022727272727,-24153.088700190012,29,0.034482758620689655
BRK_L32_V0.75_H4_S2_T3,2024,BRK_L32_V0.75_H4_S2_T3,32,0.75,4,2.0,3.0,11823,-13.209647837452085,0.8064780297038526,0.40565000422904507,-156177.666382196,30,0.06666666666666667,11823,-21.209647837452085,0.7099397227625611,0.3798528292311596,-250761.666382196,30,0.0
BRK_L32_V0.75_H4_S2_T3,2025H1,BRK_L32_V0.75_H4_S2_T3,32,0.75,4,2.0,3.0,6170,-19.237910621954523,0.7070498291859442,0.4061588330632091,-118697.90853745941,30,0.0,6170,-27.23791062195452,0.6138478081622167,0.3764991896272285,-168057.90853745939,30,0.0
BRK_L32_V0.75_H4_S2_T3,2025H2,BRK_L32_V0.75_H4_S2_T3,32,0.75,4,2.0,3.0,6475,-16.159830980928326,0.7293721341364972,0.41637065637065634,-104634.90560151091,30,0.06666666666666667,6475,-24.159830980928323,0.6254004906956249,0.3881081081081081,-156434.9056015109,30,0.0
BRK_L32_V0.75_H4_S2_T3,2026H1,BRK_L32_V0.75_H4_S2_T3,32,0.75,4,2.0,3.0,6250,-16.420757719887426,0.6959875498660654,0.39008,-102629.73574929642,30,0.03333333333333333,6250,-24.42075771988743,0.5862070990644378,0.35776,-152629.73574929644,30,0.0
BRK_L32_V0.75_H4_S2_T3,JULY2026,BRK_L32_V0.75_H4_S2_T3,32,0.75,4,2.0,3.0,705,-26.84539331568796,0.40472345138435945,0.3049645390070922,-18926.00228756001,29,0.034482758620689655,705,-34.84539331568796,0.3152425504246379,0.25673758865248225,-24566.00228756001,29,0.034482758620689655
BRK_L32_V0.75_H8_S1.5_T0,2024,BRK_L32_V0.75_H8_S1.5_T0,32,0.75,8,1.5,,9029,-17.072199800281723,0.7886382219612793,0.3555210986820246,-154144.89199674368,30,0.1,9029,-25.072199800281723,0.7084346436204659,0.340237014065788,-226376.89199674368,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T0,2025H1,BRK_L32_V0.75_H8_S1.5_T0,32,0.75,8,1.5,,4613,-19.43741957105788,0.7547388727060187,0.362237155863863,-89664.81648129,30,0.03333333333333333,4613,-27.437419571057884,0.6749811803849208,0.3451116410145242,-126568.81648129002,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T0,2025H2,BRK_L32_V0.75_H8_S1.5_T0,32,0.75,8,1.5,,4920,-10.047740365465037,0.846883740957383,0.36910569105691055,-49434.882598087985,30,0.16666666666666666,4920,-18.047740365465035,0.7448181221560145,0.3516260162601626,-88794.88259808798,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T0,2026H1,BRK_L32_V0.75_H8_S1.5_T0,32,0.75,8,1.5,,4669,-22.851892891378917,0.6530720928604558,0.3518954808310131,-106695.48790984816,30,0.03333333333333333,4669,-30.851892891378917,0.5663395902001402,0.33112015420860996,-144047.48790984816,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T0,JULY2026,BRK_L32_V0.75_H8_S1.5_T0,32,0.75,8,1.5,,560,-33.580317062571815,0.38334749379125854,0.25357142857142856,-18804.977555040216,29,0.06896551724137931,560,-41.58031706257181,0.31296800239312733,0.23214285714285715,-23284.977555040212,29,0.034482758620689655
BRK_L32_V0.75_H8_S1.5_T3,2024,BRK_L32_V0.75_H8_S1.5_T3,32,0.75,8,1.5,3.0,9155,-13.533976541668247,0.8327245944716553,0.36013107591480065,-123903.5552389728,30,0.16666666666666666,9155,-21.533976541668245,0.7498593889558195,0.34538503549972693,-197143.5552389728,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T3,2025H1,BRK_L32_V0.75_H8_S1.5_T3,32,0.75,8,1.5,3.0,4683,-18.42784182933576,0.7680033636628997,0.3642963912022208,-86297.58328677938,30,0.1,4683,-26.42784182933576,0.6875405861310966,0.3474268631219304,-123761.58328677938,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T3,2025H2,BRK_L32_V0.75_H8_S1.5_T3,32,0.75,8,1.5,3.0,5000,-16.57510306736839,0.7635233124736828,0.37,-82875.51533684194,30,0.03333333333333333,5000,-24.57510306736839,0.6731449510789929,0.353,-122875.51533684194,30,0.0
BRK_L32_V0.75_H8_S1.5_T3,2026H1,BRK_L32_V0.75_H8_S1.5_T3,32,0.75,8,1.5,3.0,4726,-19.085826716816605,0.7096614926703279,0.3559035124841303,-90199.61706367528,30,0.03333333333333333,4726,-27.085826716816605,0.618389568245224,0.3351671603893356,-128007.61706367528,30,0.03333333333333333
BRK_L32_V0.75_H8_S1.5_T3,JULY2026,BRK_L32_V0.75_H8_S1.5_T3,32,0.75,8,1.5,3.0,565,-32.17943645355618,0.4102834553823088,0.25663716814159293,-18181.38159625924,29,0.06896551724137931,565,-40.17943645355618,0.3370617577416875,0.23539823008849559,-22701.38159625924,29,0.034482758620689655
BRK_L32_V0.75_H8_S2_T0,2024,BRK_L32_V0.75_H8_S2_T0,32,0.75,8,2.0,,8860,-17.72998723779072,0.79306406931754,0.3887133182844244,-157087.6869268258,30,0.13333333333333333,8860,-25.72998723779072,0.716140318821604,0.3707674943566591,-227967.6869268258,30,0.0
BRK_L32_V0.75_H8_S2_T0,2025H1,BRK_L32_V0.75_H8_S2_T0,32,0.75,8,2.0,,4553,-20.338202578462507,0.7596630006648667,0.39292773995168023,-92599.83633973979,30,0.03333333333333333,4553,-28.338202578462504,0.6835669716731141,0.37381945969690317,-129023.83633973978,30,0.03333333333333333
BRK_L32_V0.75_H8_S2_T0,2025H2,BRK_L32_V0.75_H8_S2_T0,32,0.75,8,2.0,,4843,-9.561376533177832,0.8609700843829469,0.4030559570514144,-46305.746550180236,30,0.16666666666666666,4843,-17.561376533177828,0.7614742939815922,0.3809622135040264,-85049.74655018022,30,0.1
BRK_L32_V0.75_H8_S2_T0,2026H1,BRK_L32_V0.75_H8_S2_T0,32,0.75,8,2.0,,4619,-25.4025860420526,0.6406042747066216,0.38038536479757523,-117334.54492824097,30,0.03333333333333333,4619,-33.40258604205261,0.5589531170713233,0.3572201775276034,-154286.544928241,30,0.03333333333333333
BRK_L32_V0.75_H8_S2_T0,JULY2026,BRK_L32_V0.75_H8_S2_T0,32,0.75,8,2.0,,551,-32.82012183725307,0.40542576173265527,0.279491833030853,-18083.88713232644,29,0.06896551724137931,551,-40.82012183725307,0.3316706358985788,0.2540834845735027,-22491.88713232644,29,0.06896551724137931
BRK_L32_V0.75_H8_S2_T3,2024,BRK_L32_V0.75_H8_S2_T3,32,0.75,8,2.0,3.0,8915,-14.652763811499911,0.8289772845127609,0.3904655075715087,-130629.3893795217,30,0.06666666666666667,8915,-22.65276381149991,0.7500455521351694,0.3725182277061133,-201949.3893795217,30,0.03333333333333333
BRK_L32_V0.75_H8_S2_T3,2025H1,BRK_L32_V0.75_H8_S2_T3,32,0.75,8,2.0,3.0,4582,-18.404681206349107,0.7837968746364687,0.39218681798341337,-84330.2492874916,30,0.03333333333333333,4582,-26.404681206349107,0.7068221837671113,0.3731994762112615,-120986.2492874916,30,0.03333333333333333
BRK_L32_V0.75_H8_S2_T3,2025H2,BRK_L32_V0.75_H8_S2_T3,32,0.75,8,2.0,3.0,4884,-15.438268936482324,0.7908546116426581,0.40315315315315314,-75400.50548577966,30,0.13333333333333333,4884,-23.438268936482324,0.7020576665465386,0.38124488124488126,-114472.50548577966,30,0.0
BRK_L32_V0.75_H8_S2_T3,2026H1,BRK_L32_V0.75_H8_S2_T3,32,0.75,8,2.0,3.0,4638,-23.062150129003417,0.6733679941935488,0.3811987925830099,-106962.25229831785,30,0.03333333333333333,4638,-31.06215012900341,0.5894139942460257,0.35791289348857264,-144066.25229831782,30,0.03333333333333333
BRK_L32_V0.75_H8_S2_T3,JULY2026,BRK_L32_V0.75_H8_S2_T3,32,0.75,8,2.0,3.0,553,-32.43002825664841,0.41645028507492926,0.27848101265822783,-17933.805625926572,29,0.06896551724137931,553,-40.43002825664841,0.342171992617822,0.25316455696202533,-22357.805625926572,29,0.06896551724137931
BRK_L32_V0.75_H16_S1.5_T0,2024,BRK_L32_V0.75_H16_S1.5_T0,32,0.75,16,1.5,,4896,-8.380114822953663,0.9049425745934662,0.3167892156862745,-41029.04217318114,22,0.36363636363636365,4896,-16.380114822953665,0.8251396599103448,0.3053513071895425,-80197.04217318114,22,0.2727272727272727
BRK_L32_V0.75_H16_S1.5_T0,2025H1,BRK_L32_V0.75_H16_S1.5_T0,32,0.75,16,1.5,,2433,-22.270567811564014,0.750364060369212,0.3094944512946979,-54184.29148553524,22,0.13636363636363635,2433,-30.270567811564014,0.6806368219335813,0.29880805589806825,-73648.29148553524,22,0.09090909090909091
BRK_L32_V0.75_H16_S1.5_T0,2025H2,BRK_L32_V0.75_H16_S1.5_T0,32,0.75,16,1.5,,2496,0.9824638899278929,1.0138249708133544,0.34935897435897434,2452.2298692600207,22,0.5909090909090909,2496,-7.017536110072108,0.9080453397198089,0.33774038461538464,-17515.77013073998,22,0.3181818181818182
BRK_L32_V0.75_H16_S1.5_T0,2026H1,BRK_L32_V0.75_H16_S1.5_T0,32,0.75,16,1.5,,2442,-22.091986311349903,0.7044735126238667,0.31613431613431614,-53948.63057231646,24,0.045454545454545456,2442,-30.091986311349906,0.6251683546748354,0.30057330057330056,-73484.63057231647,24,0.045454545454545456
BRK_L32_V0.75_H16_S1.5_T0,JULY2026,BRK_L32_V0.75_H16_S1.5_T0,32,0.75,16,1.5,,351,-46.20849191597728,0.32032456321853403,0.20797720797720798,-16219.180662508024,29,0.0,351,-54.20849191597728,0.27142975486420656,0.18518518518518517,-19027.180662508024,29,0.0
BRK_L32_V0.75_H16_S1.5_T3,2024,BRK_L32_V0.75_H16_S1.5_T3,32,0.75,16,1.5,3.0,5049,-11.260019571153123,0.8736610639285967,0.3293721529015647,-56851.83881475212,22,0.18181818181818182,5049,-19.260019571153126,0.7962682211299669,0.31907308377896615,-97243.83881475213,22,0.18181818181818182
BRK_L32_V0.75_H16_S1.5_T3,2025H1,BRK_L32_V0.75_H16_S1.5_T3,32,0.75,16,1.5,3.0,2486,-17.968551715188944,0.7986532404702846,0.3173773129525342,-44669.81956395972,22,0.09090909090909091,2486,-25.96855171518894,0.7259167650083156,0.3073209975864843,-64557.81956395971,22,0.09090909090909091
BRK_L32_V0.75_H16_S1.5_T3,2025H2,BRK_L32_V0.75_H16_S1.5_T3,32,0.75,16,1.5,3.0,2543,-5.975561482761813,0.915534129421658,0.35627211954384586,-15195.85285066329,22,0.2727272727272727,2543,-13.975561482761812,0.8159592256568922,0.3452615021627998,-35539.85285066329,22,0.09090909090909091
BRK_L32_V0.75_H16_S1.5_T3,2026H1,BRK_L32_V0.75_H16_S1.5_T3,32,0.75,16,1.5,3.0,2509,-21.252137849676714,0.7132603360696084,0.3268234356317258,-53321.61386483887,24,0.045454545454545456,2509,-29.252137849676714,0.6323082982385526,0.3116779593463531,-73393.61386483887,24,0.0
BRK_L32_V0.75_H16_S1.5_T3,JULY2026,BRK_L32_V0.75_H16_S1.5_T3,32,0.75,16,1.5,3.0,353,-42.95089064793131,0.3682254451914533,0.21246458923512748,-15161.664398719753,29,0.034482758620689655,353,-50.950890647931324,0.31486290439239156,0.18980169971671387,-17985.664398719757,29,0.0
BRK_L32_V0.75_H16_S2_T0,2024,BRK_L32_V0.75_H16_S2_T0,32,0.75,16,2.0,,4765,-8.645752990864436,0.9113044975010018,0.3626442812172088,-41197.01300146904,22,0.4090909090909091,4765,-16.645752990864434,0.8378201651989771,0.3483735571878279,-79317.01300146902,22,0.18181818181818182
BRK_L32_V0.75_H16_S2_T0,2025H1,BRK_L32_V0.75_H16_S2_T0,32,0.75,16,2.0,,2381,-22.627480746515072,0.7687626527037376,0.35279294414111717,-53876.03165745239,22,0.09090909090909091,2381,-30.62748074651507,0.7029244113646216,0.3376732465350693,-72924.03165745237,22,0.09090909090909091
BRK_L32_V0.75_H16_S2_T0,2025H2,BRK_L32_V0.75_H16_S2_T0,32,0.75,16,2.0,,2441,3.2029847451637337,1.0422796333581095,0.397378123719787,7818.485762944674,22,0.6363636363636364,2441,-4.797015254836267,0.9405163216399784,0.3818107333060221,-11709.514237055328,22,0.2727272727272727
BRK_L32_V0.75_H16_S2_T0,2026H1,BRK_L32_V0.75_H16_S2_T0,32,0.75,16,2.0,,2401,-26.49972132167319,0.6833994721027639,0.3581840899625156,-63625.83089333733,24,0.045454545454545456,2401,-34.499721321673185,0.6119606588243172,0.3390254060807997,-82833.83089333732,24,0.045454545454545456
BRK_L32_V0.75_H16_S2_T0,JULY2026,BRK_L32_V0.75_H16_S2_T0,32,0.75,16,2.0,,346,-44.359431692517816,0.38340962777858284,0.2832369942196532,-15348.363365611163,29,0.06896551724137931,346,-52.359431692517816,0.32691626104916277,0.2514450867052023,-18116.363365611163,29,0.034482758620689655
BRK_L32_V0.75_H16_S2_T3,2024,BRK_L32_V0.75_H16_S2_T3,32,0.75,16,2.0,3.0,4849,-9.623023670041734,0.9021622253648531,0.36894204990719737,-46662.04177603237,22,0.3181818181818182,4849,-17.623023670041732,0.8296724493953765,0.35491853990513506,-85454.04177603236,22,0.18181818181818182
BRK_L32_V0.75_H16_S2_T3,2025H1,BRK_L32_V0.75_H16_S2_T3,32,0.75,16,2.0,3.0,2407,-17.15930154761257,0.8262301129422794,0.353967594515995,-41302.43882510346,22,0.13636363636363635,2407,-25.15930154761257,0.7580301296737019,0.33942667220606565,-60558.43882510346,22,0.13636363636363635
BRK_L32_V0.75_H16_S2_T3,2025H2,BRK_L32_V0.75_H16_S2_T3,32,0.75,16,2.0,3.0,2454,-3.484203730871413,0.9539765212160032,0.3993480032599837,-8550.235955558448,22,0.2727272727272727,2454,-11.484203730871414,0.857468760155277,0.3842705786471068,-28182.235955558448,22,0.13636363636363635
BRK_L32_V0.75_H16_S2_T3,2026H1,BRK_L32_V0.75_H16_S2_T3,32,0.75,16,2.0,3.0,2429,-25.59602522870727,0.6944760871615943,0.35981885549608894,-62172.745280529954,24,0.045454545454545456,2429,-33.59602522870727,0.622391632625305,0.34088102099629475,-81604.74528052995,24,0.045454545454545456
BRK_L32_V0.75_H16_S2_T3,JULY2026,BRK_L32_V0.75_H16_S2_T3,32,0.75,16,2.0,3.0,348,-45.169776987213254,0.3776466747562383,0.28160919540229884,-15719.082391550213,29,0.06896551724137931,348,-53.169776987213254,0.3221479593425973,0.25,-18503.08239155021,29,0.034482758620689655
BRK_L64_V0_H4_S1.5_T0,2024,BRK_L64_V0_H4_S1.5_T0,64,0.0,4,1.5,,11056,-16.301329768092785,0.7483890043161461,0.38133140376266283,-180227.50191603383,30,0.06666666666666667,11056,-24.30132976809278,0.6520556711825221,0.3554630969609262,-268675.5019160338,30,0.0
BRK_L64_V0_H4_S1.5_T0,2025H1,BRK_L64_V0_H4_S1.5_T0,64,0.0,4,1.5,,6172,-17.631427448613668,0.7093349736966726,0.39209332469215813,-108821.17021284356,30,0.03333333333333333,6172,-25.63142744861367,0.6095280823655836,0.3614711600777706,-158197.17021284357,30,0.0
BRK_L64_V0_H4_S1.5_T0,2025H2,BRK_L64_V0_H4_S1.5_T0,64,0.0,4,1.5,,6295,-8.58034678126558,0.8332546925221743,0.3984114376489277,-54013.28298806683,30,0.06666666666666667,6295,-16.58034678126558,0.7059409856972946,0.36965845909451944,-104373.28298806683,30,0.03333333333333333
BRK_L64_V0_H4_S1.5_T0,2026H1,BRK_L64_V0_H4_S1.5_T0,64,0.0,4,1.5,,5731,-14.820734810558973,0.7133933108426435,0.38405164892688887,-84937.63119931347,30,0.06666666666666667,5731,-22.820734810558974,0.5980098457803686,0.3496771942069447,-130785.63119931349,30,0.0
BRK_L64_V0_H4_S1.5_T0,JULY2026,BRK_L64_V0_H4_S1.5_T0,64,0.0,4,1.5,,626,-25.13989503851267,0.4243424730584036,0.2987220447284345,-15737.57429410893,29,0.10344827586206896,626,-33.13989503851267,0.3310229989394894,0.24121405750798722,-20745.57429410893,29,0.06896551724137931
BRK_L64_V0_H4_S1.5_T3,2024,BRK_L64_V0_H4_S1.5_T3,64,0.0,4,1.5,3.0,11122,-14.591960366677027,0.7753106219220985,0.38248516453875203,-162291.7831981819,30,0.06666666666666667,11122,-22.591960366677025,0.6772011752633766,0.35677036504225856,-251267.7831981819,30,0.0
BRK_L64_V0_H4_S1.5_T3,2025H1,BRK_L64_V0_H4_S1.5_T3,64,0.0,4,1.5,3.0,6196,-16.791742821300954,0.7223836875626003,0.39428663653970303,-104041.63852078072,30,0.03333333333333333,6196,-24.791742821300954,0.6212214461500832,0.36346029696578436,-153609.63852078072,30,0.0
BRK_L64_V0_H4_S1.5_T3,2025H2,BRK_L64_V0_H4_S1.5_T3,64,0.0,4,1.5,3.0,6348,-17.43126396729223,0.6931767123445012,0.3972904851921865,-110653.6636643711,30,0.06666666666666667,6348,-25.43126396729223,0.5881356474052019,0.3687775677378702,-161437.6636643711,30,0.0
BRK_L64_V0_H4_S1.5_T3,2026H1,BRK_L64_V0_H4_S1.5_T3,64,0.0,4,1.5,3.0,5767,-14.511634396742688,0.7193480354164721,0.38408184498005893,-83688.59556601508,30,0.03333333333333333,5767,-22.51163439674269,0.6033866628992697,0.35061557135425697,-129824.5955660151,30,0.03333333333333333
BRK_L64_V0_H4_S1.5_T3,JULY2026,BRK_L64_V0_H4_S1.5_T3,64,0.0,4,1.5,3.0,630,-25.046546968494635,0.4263025009361464,0.3,-15779.32459015162,29,0.06896551724137931,630,-33.04654696849464,0.332565675844879,0.24285714285714285,-20819.32459015162,29,0.06896551724137931
BRK_L64_V0_H4_S2_T0,2024,BRK_L64_V0_H4_S2_T0,64,0.0,4,2.0,,10956,-16.7971662406744,0.7481372983984351,0.3972252646951442,-184029.75333282872,30,0.03333333333333333,10956,-24.797166240674404,0.6537920513783066,0.3696604600219058,-271677.75333282875,30,0.0
BRK_L64_V0_H4_S2_T0,2025H1,BRK_L64_V0_H4_S2_T0,64,0.0,4,2.0,,6117,-19.185427554370047,0.6922002794324555,0.4042831453326794,-117357.26035008159,30,0.0,6117,-27.18542755437005,0.5955975784267639,0.3719143370933464,-166293.2603500816,30,0.0
BRK_L64_V0_H4_S2_T0,2025H2,BRK_L64_V0_H4_S2_T0,64,0.0,4,2.0,,6236,-7.875087193159727,0.8473893448356706,0.4127645926876203,-49109.04373654406,30,0.06666666666666667,6236,-15.875087193159727,0.7186354521199563,0.381975625400898,-98997.04373654406,30,0.0
BRK_L64_V0_H4_S2_T0,2026H1,BRK_L64_V0_H4_S2_T0,64,0.0,4,2.0,,5701,-15.14295899166612,0.713315504463779,0.3981757586388353,-86330.00921148855,30,0.03333333333333333,5701,-23.142958991666124,0.5994288141848261,0.3613401157691633,-131938.00921148856,30,0.03333333333333333
BRK_L64_V0_H4_S2_T0,JULY2026,BRK_L64_V0_H4_S2_T0,64,0.0,4,2.0,,622,-25.464313421313218,0.42529495572945514,0.3102893890675241,-15838.802948056822,29,0.10344827586206896,622,-33.46431342131322,0.3320370615254042,0.2491961414790997,-20814.802948056822,29,0.06896551724137931
BRK_L64_V0_H4_S2_T3,2024,BRK_L64_V0_H4_S2_T3,64,0.0,4,2.0,3.0,10973,-14.990421665143144,0.7751663040952341,0.39761232115191836,-164489.89693161572,30,0.06666666666666667,10973,-22.990421665143145,0.6789208747392295,0.3700902214526565,-252273.89693161572,30,0.0
BRK_L64_V0_H4_S2_T3,2025H1,BRK_L64_V0_H4_S2_T3,64,0.0,4,2.0,3.0,6123,-18.721563592161043,0.6996640101071265,0.40454025804344274,-114632.13387480206,30,0.0,6123,-26.721563592161047,0.6025184563817665,0.3720398497468561,-163616.1338748021,30,0.0
BRK_L64_V0_H4_S2_T3,2025H2,BRK_L64_V0_H4_S2_T3,64,0.0,4,2.0,3.0,6270,-17.169324199623237,0.7058597022477117,0.41116427432216907,-107651.66273163768,30,0.06666666666666667,6270,-25.169324199623237,0.6017679173413941,0.38054226475279107,-157811.66273163768,30,0.0
BRK_L64_V0_H4_S2_T3,2026H1,BRK_L64_V0_H4_S2_T3,64,0.0,4,2.0,3.0,5719,-14.840411675952108,0.7191809786094087,0.39814652911348136,-84872.31437477011,30,0.06666666666666667,5719,-22.84041167595211,0.6048141755811283,0.3619513901031649,-130624.31437477013,30,0.03333333333333333
BRK_L64_V0_H4_S2_T3,JULY2026,BRK_L64_V0_H4_S2_T3,64,0.0,4,2.0,3.0,623,-26.07324154014974,0.41484558283409795,0.3097913322632424,-16243.629479513289,29,0.10344827586206896,623,-34.07324154014974,0.3232990687192883,0.24879614767255218,-21227.629479513285,29,0.06896551724137931
BRK_L64_V0_H8_S1.5_T0,2024,BRK_L64_V0_H8_S1.5_T0,64,0.0,8,1.5,,8384,-18.565663713758816,0.7632654561232333,0.35281488549618323,-155654.52457615393,30,0.03333333333333333,8384,-26.565663713758816,0.6825120841536075,0.33623568702290074,-222726.52457615393,30,0.03333333333333333
